Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kilos)
6306,70,141,177,64
6307,69,139,176,63
6308,71,143,180,65
6309,68,130,172,59
6310,66,118,167,53
6311,67,136,171,62
6312,70,128,177,58
6313,68,122,172,55
6314,67,131,171,59
6315,67,118,171,54
6316,67,119,171,54
6317,66,116,169,53
6318,68,143,174,65
6319,67,123,171,56
6320,63,113,160,51
6321,64,131,162,59
6322,65,105,166,47
6323,64,106,163,48
6324,66,104,168,47
6325,66,126,167,57
6326,68,126,172,57
6327,70,131,177,59
6328,66,113,168,51
6329,66,121,168,55
6330,66,120,166,54
6331,68,144,172,65
6332,68,119,173,54
6333,71,138,180,62
6334,67,122,170,56
6335,70,145,178,66
6336,69,141,176,64
6337,68,115,173,52
6338,67,138,170,63
6339,69,113,175,51
6340,68,131,174,60
6341,69,135,175,61
6342,70,115,177,52
6343,71,158,181,71
6344,66,127,169,58
6345,69,132,174,60
6346,66,111,168,50
6347,67,117,171,53
6348,65,86,164,39
6349,67,127,171,58
6350,67,126,171,57
6351,68,126,172,57
6352,65,122,165,56
6353,71,139,179,63
6354,70,124,178,56
6355,68,139,173,63
6356,70,133,178,60
6357,67,115,171,52
6358,68,128,172,58
6359,72,144,183,65
6360,70,131,178,60
6361,69,134,175,61
6362,69,123,175,56
6363,67,112,170,51
6364,70,132,177,60
6365,64,93,163,42
6366,72,153,182,69
6367,69,154,175,70
6368,67,127,170,58
6369,65,114,164,52
6370,70,143,178,65
6371,69,145,176,66
6372,69,141,175,64
6373,67,105,171,48
6374,68,106,173,48
6375,70,140,178,63
6376,67,123,170,56
6377,64,131,164,59
6378,68,135,173,61
6379,70,153,178,69
6380,67,114,170,52
6381,70,140,179,64
6382,69,146,174,66
6383,70,141,178,64
6384,68,128,174,58
6385,71,165,181,75
6386,68,130,172,59
6387,64,117,162,53
6388,67,135,171,61
6389,68,128,173,58
6390,69,125,175,57
6391,66,118,168,53
6392,66,123,167,56
6393,69,133,176,60
6394,66,109,167,49
6395,65,102,165,46
6396,68,118,172,53
6397,71,149,180,68
6398,69,122,176,55
6399,68,159,174,72
6400,68,134,173,61
6401,69,122,176,55
6402,71,141,179,64
6403,70,140,177,64
6404,69,124,176,56
6405,68,140,174,63
6406,62,95,158,43
6407,70,148,178,67
6408,68,147,173,66
6409,69,111,176,50
6410,70,126,178,57
6411,68,138,173,63
6412,69,130,176,59
6413,67,142,169,64
6414,68,124,173,56
6415,69,131,176,59
6416,68,115,173,52
6417,68,116,173,53
6418,68,103,174,47
6419,67,103,171,47
6420,69,128,174,58
6421,65,113,165,51
6422,64,112,163,51
6423,68,101,172,46
6424,67,129,169,58
6425,69,132,175,60
6426,69,123,174,56
6427,67,123,171,56
6428,67,124,169,56
6429,67,121,170,55
6430,68,140,173,64
6431,66,116,167,53
6432,68,138,172,63
6433,69,134,174,61
6434,69,131,176,59
6435,67,137,170,62
6436,66,104,167,47
6437,68,139,172,63
6438,69,112,174,51
6439,65,92,165,42
6440,68,121,172,55
6441,67,127,171,58
6442,67,123,169,56
6443,70,136,178,62
6444,68,132,172,60
6445,66,121,167,55
6446,67,119,171,54
6447,67,121,170,55
6448,68,137,173,62
6449,65,110,166,50
6450,67,127,170,58
6451,66,131,169,60
6452,66,119,167,54
6453,66,122,168,56
6454,68,137,173,62
6455,63,114,161,52
6456,70,123,178,56
6457,70,130,177,59
6458,68,119,172,54
6459,69,111,176,51
6460,67,116,171,53
6461,71,147,180,67
6462,71,141,181,64
6463,69,113,174,51
6464,65,120,165,55
6465,68,138,173,62
6466,66,122,168,55
6467,67,123,171,56
6468,70,135,177,61
6469,69,122,174,55
6470,69,131,175,59
6471,69,117,174,53
6472,70,135,178,61
6473,68,131,172,59
6474,67,129,170,58
6475,67,122,171,55
6476,68,138,174,63
6477,66,111,168,50
6478,66,105,167,48
6479,69,119,174,54
6480,70,143,177,65
6481,67,108,169,49
6482,62,100,156,45
6483,65,114,166,52
6484,68,128,174,58
6485,67,118,170,54
6486,72,154,183,70
6487,68,122,174,55
6488,70,142,178,65
6489,66,112,169,51
6490,67,121,171,55
6491,65,121,166,55
6492,67,127,170,58
6493,68,108,172,49
6494,70,152,178,69
6495,66,128,168,58
6496,67,146,170,66
6497,69,118,174,53
6498,68,135,172,61
6499,66,131,169,60
6500,68,128,172,58
6501,68,123,173,56
6502,68,137,172,62
6503,67,138,170,62
6504,68,142,172,64
6505,66,109,167,50
6506,65,103,166,46
6507,70,164,179,74
6508,69,119,175,54
6509,68,127,174,58
6510,66,135,168,61
6511,68,121,173,55
6512,66,136,168,62
6513,70,148,179,67
6514,67,126,169,57
6515,67,115,169,52
6516,70,141,177,64
6517,68,108,172,49
6518,67,98,169,44
6519,68,119,174,54
6520,69,112,175,51
6521,69,146,174,66
6522,71,133,181,61
6523,70,152,178,69
6524,66,130,168,59
6525,70,155,177,70
6526,67,140,171,63
6527,67,119,169,54
6528,70,138,178,63
6529,68,107,172,49
6530,67,108,170,49
6531,71,118,180,54
6532,67,130,169,59
6533,65,106,166,48
6534,67,115,171,52
6535,64,104,163,47
6536,67,117,171,53
6537,71,130,180,59
6538,69,129,176,59
6539,66,119,167,54
6540,69,128,175,58
6541,69,133,174,60
6542,65,121,166,55
6543,66,110,168,50
6544,69,131,176,59
6545,70,119,177,54
6546,67,122,169,55
6547,69,132,176,60
6548,66,104,168,47
6549,68,134,172,61
6550,66,130,168,59
6551,70,109,177,50
6552,68,120,173,55
6553,65,115,164,52
6554,66,133,168,60
6555,70,120,178,55
6556,68,133,174,60
6557,70,137,178,62
6558,69,129,175,58
6559,69,143,174,65
6560,68,133,174,60
6561,68,143,173,65
6562,68,117,173,53
6563,66,118,167,54
6564,72,124,183,56
6565,67,119,170,54
6566,67,124,171,56
6567,67,127,170,57
6568,68,138,173,62
6569,67,131,169,59
6570,64,114,163,52
6571,65,111,166,50
6572,72,146,182,66
6573,68,128,174,58
6574,65,116,165,52
6575,69,129,176,59
6576,70,126,179,57
6577,73,127,185,58
6578,70,131,179,60
6579,66,133,167,60
6580,69,129,177,59
6581,66,111,167,50
6582,65,106,165,48
6583,71,130,179,59
6584,71,132,181,60
6585,66,123,168,56
6586,66,121,167,55
6587,70,138,177,63
6588,68,135,174,61
6589,69,101,175,46
6590,69,122,175,55
6591,67,119,170,54
6592,69,140,174,63
6593,71,136,181,62
6594,65,122,166,56
6595,69,134,175,61
6596,69,123,175,56
6597,66,128,167,58
6598,69,132,176,60
6599,64,114,163,52
6600,73,134,185,61
6601,66,143,169,65
6602,66,119,167,54
6603,69,132,175,60
6604,68,126,173,57
6605,69,131,174,60
6606,69,119,174,54
6607,67,128,171,58
6608,64,114,162,52
6609,66,124,167,56
6610,69,137,175,62
6611,70,119,177,54
6612,67,108,170,49
6613,65,123,164,56
6614,68,117,174,53
6615,68,120,172,55
6616,70,107,177,49
6617,70,134,179,61
6618,71,142,181,65
6619,71,132,179,60
6620,67,118,171,53
6621,70,134,179,61
6622,69,137,175,62
6623,69,139,175,63
6624,66,127,168,58
6625,68,138,173,62
6626,68,126,173,57
6627,69,135,174,61
6628,74,143,187,65
6629,66,125,168,57
6630,70,134,177,61
6631,66,113,169,51
6632,69,121,176,55
6633,65,127,166,57
6634,68,122,173,55
6635,66,115,168,52
6636,66,138,167,62
6637,70,123,179,56
6638,67,129,170,59
6639,69,122,175,55
6640,69,140,175,63
6641,68,138,174,62
6642,70,125,178,57
6643,64,136,162,62
6644,69,125,176,57
6645,68,125,174,57
6646,68,148,172,67
6647,68,121,174,55
6648,66,134,168,61
6649,70,146,177,66
6650,70,129,177,58
6651,70,148,178,67
6652,66,119,167,54
6653,67,121,171,55
6654,67,106,170,48
6655,68,143,172,65
6656,70,143,177,65
6657,69,120,175,54
6658,71,142,181,64
6659,69,130,175,59
6660,68,129,173,59
6661,73,128,185,58
6662,68,113,172,51
6663,65,116,166,53
6664,65,115,164,52
6665,68,122,174,55
6666,66,114,168,52
6667,67,109,169,50
6668,67,103,170,47
6669,68,131,173,59
6670,70,142,177,64
6671,66,138,167,63
6672,67,122,169,56
6673,63,120,161,55
6674,67,115,171,52
6675,65,115,164,52
6676,68,135,172,61
6677,70,124,177,56
6678,72,133,184,60
6679,69,135,174,61
6680,68,118,173,54
6681,67,125,169,57
6682,67,134,170,61
6683,69,127,174,57
6684,68,118,173,54
6685,68,117,172,53
6686,69,149,176,68
6687,68,123,172,56
6688,71,129,179,58
6689,67,122,169,55
6690,70,134,178,61
6691,69,141,175,64
6692,68,116,172,53
6693,66,123,168,56
6694,70,149,178,67
6695,67,128,170,58
6696,70,135,178,61
6697,70,129,177,59
6698,68,114,172,52
6699,66,118,168,54
6700,65,120,165,54
6701,67,111,170,50
6702,67,123,170,56
6703,71,149,180,68
6704,69,127,175,58
6705,67,141,169,64
6706,66,104,167,47
6707,70,129,178,59
6708,68,144,173,65
6709,65,115,166,52
6710,66,131,167,60
6711,67,134,170,61
6712,67,138,169,63
6713,70,136,178,62
6714,72,145,183,66
6715,69,144,176,65
6716,67,121,170,55
6717,69,123,175,56
6718,68,124,172,56
6719,70,107,177,49
6720,66,136,169,62
6721,69,149,175,68
6722,69,137,176,62
6723,69,137,176,62
6724,67,140,170,63
6725,66,117,169,53
6726,68,134,173,61
6727,71,134,179,61
6728,67,118,170,54
6729,71,144,181,66
6730,64,121,163,55
6731,69,145,176,66
6732,67,113,171,51
6733,70,113,178,51
6734,66,123,167,56
6735,67,122,169,55
6736,68,119,172,54
6737,71,133,181,60
6738,65,127,164,58
6739,67,122,171,56
6740,68,132,174,60
6741,70,124,177,56
6742,70,111,178,51
6743,66,123,168,56
6744,67,104,171,47
6745,66,124,168,56
6746,67,142,171,64
6747,68,130,174,59
6748,72,136,183,62
6749,68,121,174,55
6750,67,122,170,56
6751,68,138,173,63
6752,68,120,173,54
6753,68,111,172,50
6754,67,132,170,60
6755,66,125,168,57
6756,70,139,178,63
6757,73,139,186,63
6758,66,132,168,60
6759,67,128,171,58
6760,64,128,162,58
6761,71,138,181,63
6762,69,131,175,60
6763,65,127,166,57
6764,73,145,185,66
6765,67,123,170,56
6766,68,130,172,59
6767,67,145,170,66
6768,62,115,159,52
6769,68,120,174,54
6770,66,112,168,51
6771,68,128,173,58
6772,69,138,174,62
6773,68,122,173,55
6774,71,132,179,60
6775,71,136,181,62
6776,71,133,180,60
6777,68,123,173,56
6778,66,126,167,57
6779,67,131,171,59
6780,69,144,175,65
6781,71,138,180,63
6782,69,147,175,67
6783,67,133,170,60
6784,68,124,172,56
6785,68,129,174,59
6786,66,122,168,55
6787,69,128,175,58
6788,68,141,173,64
6789,69,137,175,62
6790,68,130,171,59
6791,65,131,165,59
6792,70,146,178,66
6793,65,97,166,44
6794,67,120,170,54
6795,68,124,173,56
6796,69,145,175,66
6797,69,117,176,53
6798,69,127,176,58
6799,68,113,173,51
6800,70,142,178,64
6801,69,124,174,56
6802,66,126,168,57
6803,70,122,178,55
6804,66,118,168,54
6805,66,117,167,53
6806,68,117,173,53
6807,71,147,180,67
6808,67,132,170,60
6809,67,132,170,60
6810,71,134,179,61
6811,68,120,172,54
6812,69,136,175,62
6813,64,115,163,52
6814,72,138,183,63
6815,68,133,172,60
6816,66,127,169,57
6817,69,130,176,59
6818,66,123,166,56
6819,67,112,169,51
6820,70,128,177,58
6821,69,121,175,55
6822,68,122,172,55
6823,71,146,180,66
6824,68,116,173,53
6825,69,137,175,62
6826,71,138,180,63
6827,66,115,168,52
6828,68,136,173,62
6829,71,149,181,67
6830,70,119,178,54
6831,67,118,171,54
6832,71,153,180,69
6833,69,129,176,58
6834,67,125,170,56
6835,68,118,172,54
6836,66,100,168,46
6837,70,121,178,55
6838,70,136,177,62
6839,70,129,177,59
6840,67,130,169,59
6841,68,116,172,53
6842,70,138,177,62
6843,69,107,174,49
6844,67,119,169,54
6845,67,127,171,58
6846,69,136,176,62
6847,70,128,177,58
6848,71,128,181,58
6849,65,121,165,55
6850,66,100,167,45
6851,69,116,175,52
6852,67,124,170,56
6853,69,124,175,56
6854,65,112,165,51
6855,70,133,179,60
6856,65,107,165,49
6857,69,120,174,54
6858,65,124,165,56
6859,69,134,175,61
6860,68,126,173,57
6861,70,134,178,61
6862,68,133,174,60
6863,72,144,182,65
6864,68,141,172,64
6865,72,148,183,67
6866,65,115,165,52
6867,68,118,173,53
6868,69,141,175,64
6869,68,134,174,61
6870,67,110,171,50
6871,68,107,173,49
6872,69,123,176,56
6873,67,118,169,54
6874,69,126,176,57
6875,70,127,177,58
6876,69,153,176,70
6877,72,125,182,57
6878,67,107,170,48
6879,68,134,173,61
6880,70,125,179,57
6881,71,132,180,60
6882,72,138,183,63
6883,66,130,166,59
6884,67,118,171,54
6885,67,135,170,61
6886,72,124,183,56
6887,68,129,173,58
6888,69,151,176,69
6889,68,127,172,57
6890,67,115,169,52
6891,69,134,176,61
6892,69,137,175,62
6893,67,140,170,63
6894,70,128,177,58
6895,70,119,177,54
6896,67,132,170,60
6897,70,124,178,56
6898,68,141,173,64
6899,67,112,170,51
6900,64,132,163,60
6901,69,134,176,61
6902,70,133,179,60
6903,68,116,172,52
6904,68,128,173,58
6905,71,137,180,62
6906,68,135,172,61
6907,68,117,173,53
6908,71,128,180,58
6909,69,125,175,57
6910,66,140,168,64
6911,70,130,178,59
6912,67,116,170,53
6913,71,139,179,63
6914,66,132,168,60
6915,68,120,174,55
6916,68,118,173,54
6917,68,132,172,60
6918,62,100,158,46
6919,67,113,169,51
6920,68,127,172,58
6921,70,128,178,58
6922,72,148,182,67
6923,69,119,175,54
6924,69,125,175,57
6925,68,127,174,58
6926,64,116,164,53
6927,68,130,173,59
6928,71,129,180,58
6929,68,125,172,57
6930,64,122,164,56
6931,67,122,170,55
6932,72,126,183,57
6933,68,127,172,58
6934,70,133,179,61
6935,70,136,177,62
6936,69,112,175,51
6937,71,146,180,66
6938,69,126,175,57
6939,64,101,163,46
6940,67,132,171,60
6941,66,143,168,65
6942,61,119,156,54
6943,69,124,175,56
6944,69,129,175,59
6945,66,130,167,59
6946,69,147,175,67
6947,67,102,170,46
6948,67,122,170,55
6949,65,113,165,51
6950,70,135,178,61
6951,70,137,178,62
6952,69,128,174,58
6953,67,113,169,51
6954,71,140,180,63
6955,63,101,160,46
6956,70,134,178,61
6957,68,134,172,61
6958,68,124,172,56
6959,67,114,170,52
6960,70,127,179,58
6961,67,138,171,63
6962,68,136,172,62
6963,70,134,177,61
6964,72,147,183,67
6965,69,125,176,57
6966,67,129,170,58
6967,65,127,165,57
6968,68,118,172,53
6969,68,131,173,60
6970,67,130,171,59
6971,67,124,169,56
6972,66,111,168,50
6973,71,151,181,68
6974,71,139,180,63
6975,69,124,176,56
6976,73,135,184,61
6977,66,132,169,60
6978,70,149,178,68
6979,71,130,179,59
6980,67,114,171,52
6981,67,143,170,65
6982,70,133,177,60
6983,65,124,165,56
6984,70,131,177,60
6985,69,139,175,63
6986,70,122,177,55
6987,66,135,168,61
6988,68,108,172,49
6989,67,123,169,56
6990,67,141,171,64
6991,65,113,165,51
6992,69,115,175,52
6993,67,127,171,58
6994,69,122,175,55
6995,68,118,174,53
6996,68,112,172,51
6997,68,111,172,50
6998,68,135,172,61
6999,66,125,168,56
7000,67,100,170,45
7001,67,123,170,56
7002,68,140,174,63
7003,66,124,169,56
7004,69,137,174,62
7005,68,131,172,60
7006,70,148,179,67
7007,68,128,172,58
7008,65,108,166,49
7009,67,120,170,54
7010,69,136,175,62
7011,66,130,169,59
7012,68,138,172,63
7013,66,111,167,50
7014,66,110,168,50
7015,68,139,171,63
7016,68,118,173,53
7017,67,118,171,54
7018,67,139,169,63
7019,71,140,180,64
7020,68,107,174,49
7021,70,123,178,56
7022,68,130,174,59
7023,69,127,176,58
7024,67,141,169,64
7025,67,107,169,48
7026,69,135,175,61
7027,69,116,176,53
7028,64,107,162,49
7029,67,125,171,57
7030,66,127,169,57
7031,68,125,173,57
7032,67,130,169,59
7033,68,129,173,59
7034,71,136,181,62
7035,72,127,183,58
7036,66,116,169,52
7037,66,123,168,56
7038,68,121,172,55
7039,67,123,170,56
7040,67,138,170,63
7041,69,142,175,64
7042,69,141,176,64
7043,68,118,171,54
7044,68,117,174,53
7045,65,134,165,61
7046,68,129,172,58
7047,67,128,169,58
7048,69,111,175,50
7049,68,147,173,67
7050,70,124,177,56
7051,71,154,181,70
7052,68,139,174,63
7053,67,118,171,54
7054,72,130,182,59
7055,65,109,165,49
7056,66,122,167,55
7057,69,132,176,60
7058,67,122,171,55
7059,64,118,164,53
7060,67,123,169,56
7061,69,128,176,58
7062,68,121,173,55
7063,66,133,168,60
7064,69,154,175,70
7065,65,115,166,52
7066,69,121,174,55
7067,65,111,165,50
7068,68,117,173,53
7069,69,140,174,64
7070,69,118,175,54
7071,67,117,169,53
7072,66,100,166,45
7073,66,123,169,56
7074,67,132,171,60
7075,67,107,171,49
7076,68,125,174,57
7077,69,140,176,64
7078,69,126,175,57
7079,68,132,174,60
7080,70,127,177,57
7081,67,117,170,53
7082,69,113,174,51
7083,67,115,170,52
7084,67,109,170,49
7085,69,138,175,62
7086,69,123,175,56
7087,66,121,169,55
7088,70,140,179,63
7089,65,118,164,53
7090,68,150,172,68
7091,70,139,179,63
7092,71,138,179,63
7093,67,113,169,51
7094,65,117,166,53
7095,68,130,172,59
7096,66,138,168,63
7097,69,125,174,57
7098,64,113,163,51
7099,67,123,170,56
7100,68,118,173,54
7101,67,143,170,65
7102,70,123,178,56
7103,68,140,173,63
7104,69,110,175,50
7105,67,137,170,62
7106,67,127,169,57
7107,71,134,181,61
7108,68,136,172,62
7109,69,127,176,58
7110,68,118,172,53
7111,69,133,175,60
7112,67,116,171,53
7113,65,136,166,62
7114,71,126,179,57
7115,66,121,169,55
7116,67,136,170,62
7117,67,120,171,54
7118,70,134,178,61
7119,70,138,178,63
7120,67,127,170,58
7121,67,117,171,53
7122,68,143,174,65
7123,67,138,171,63
7124,71,141,180,64
7125,65,117,165,53
7126,68,135,172,61
7127,64,130,163,59
7128,68,121,172,55
7129,66,119,167,54
7130,67,124,171,56
7131,72,143,182,65
7132,66,102,166,46
7133,67,120,171,55
7134,68,135,173,61
7135,68,134,172,61
7136,70,151,177,69
7137,69,125,174,57
7138,70,133,178,60
7139,65,115,165,52
7140,70,137,178,62
7141,66,125,168,57
7142,71,154,181,70
7143,67,130,171,59
7144,69,127,175,58
7145,68,130,172,59
7146,68,137,173,62
7147,70,143,177,65
7148,68,139,173,63
7149,68,111,172,50
7150,65,116,164,53
7151,71,152,181,69
7152,67,102,170,46
7153,70,138,179,63
7154,67,145,169,66
7155,67,126,171,57
7156,68,130,173,59
7157,63,101,161,46
7158,67,136,171,62
7159,69,130,175,59
7160,68,114,174,52
7161,68,120,174,54
7162,67,118,170,54
7163,69,137,174,62
7164,68,127,173,57
7165,69,139,175,63
7166,67,132,169,60
7167,66,130,167,59
7168,69,106,176,48
7169,67,120,170,55
7170,66,111,168,50
7171,64,122,163,55
7172,66,122,167,55
7173,69,140,175,64
7174,68,130,173,59
7175,66,130,168,59
7176,69,133,176,60
7177,69,128,175,58
7178,70,137,177,62
7179,69,139,176,63
7180,70,153,177,69
7181,69,145,176,66
7182,70,131,177,60
7183,69,135,175,61
7184,68,120,173,55
7185,67,131,170,60
7186,65,116,164,53
7187,69,133,177,60
7188,68,114,173,52
7189,66,110,167,50
7190,70,128,178,58
7191,68,122,174,56
7192,70,131,177,59
7193,69,144,176,65
7194,68,141,172,64
7195,68,117,173,53
7196,70,128,177,58
7197,67,132,170,60
7198,70,151,178,69
7199,68,103,173,47
7200,70,135,177,61
7201,68,126,172,57
7202,72,134,182,61
7203,67,116,170,53
7204,70,145,177,66
7205,69,97,176,44
7206,70,142,177,64
7207,67,124,170,56
7208,71,119,180,54
7209,67,111,171,50
7210,70,153,179,69
7211,69,133,176,61
7212,67,132,171,60
7213,71,148,179,67
7214,68,107,173,49
7215,67,123,170,56
7216,73,120,185,54
7217,67,110,170,50
7218,68,131,174,59
7219,67,135,169,61
7220,66,111,168,50
7221,71,146,180,66
7222,67,118,170,54
7223,70,137,179,62
7224,64,112,161,51
7225,65,126,166,57
7226,68,127,172,57
7227,70,157,177,71
7228,64,108,163,49
7229,65,112,164,51
7230,67,118,171,54
7231,65,109,165,49
7232,66,120,168,54
7233,70,126,177,57
7234,70,120,179,54
7235,69,127,174,57
7236,67,119,171,54
7237,66,121,167,55
7238,67,123,170,56
7239,68,119,173,54
7240,69,126,176,57
7241,67,112,169,51
7242,66,119,169,54
7243,72,132,183,60
7244,71,136,180,62
7245,70,129,177,59
7246,68,138,173,63
7247,68,132,172,60
7248,70,141,177,64
7249,68,134,174,61
7250,69,119,175,54
7251,67,116,170,53
7252,68,137,173,62
7253,67,131,171,59
7254,71,112,180,51
7255,65,131,165,59
7256,71,127,181,58
7257,71,150,179,68
7258,68,131,174,59
7259,69,148,175,67
7260,71,129,180,58
7261,70,131,177,59
7262,66,119,167,54
7263,67,144,170,65
7264,64,113,164,51
7265,67,126,171,57
7266,67,137,170,62
7267,68,133,172,60
7268,68,143,171,65
7269,68,139,172,63
7270,74,140,187,64
7271,64,134,164,61
7272,65,121,164,55
7273,67,114,169,52
7274,69,129,175,58
7275,68,128,172,58
7276,69,129,175,59
7277,70,123,178,56
7278,66,127,169,58
7279,69,132,176,60
7280,66,132,168,60
7281,67,138,169,62
7282,72,148,182,67
7283,67,120,171,54
7284,66,123,168,56
7285,68,147,174,67
7286,68,142,172,64
7287,68,135,174,61
